实体,出现次数
GPIO-MM,1
AXP209 GPIO driver,1
virtual gpio device,1
xgene hwmon,1
UCD90160,1
Power Supply Sequencer,1
Power Supply,1
Sequencer,1
DPS-460,1
DPS-800,1
SGD009,1
virtual temperature sources,1
virtual temperature,1
lm95241,1
fault attributes,1
adt7470,1
PWM frequency,1
adt7411,1
external thermal diode,1
thermal diode,1
diode,1
hwmon registration API,1
hwmon registration,1
SMBUS alert,1
ThunderX SOC,1
SMBUS alert support,1
fast mode plus,1
Meson PWM Controller,1
MT2701 display PWM driver,1
qcom-rpm,1
RPM Regulator,1
pm8921,1
MKBP event,1
MKBPE,1
combo IC,1
AC100 audio codec,1
RTC combo IC,1
Low Power Audio Subsystem,1
Audio Subsystem,1
Low Power Audio Subsystem driver,1
zpa2326,1
zpa2326 barometer,1
initial zpa2326 barometer support,1
AK8974,1
Silabs,1
si1132,1
si1141,1
si1142,1
si1143,1
si1145,1
si1146,1
si1147,1
uv index,1
proximity sensors,1
AD8801,1
AD8803,1
Analog Devices AD8801,1
Analog Devices AD8803,1
ORP feature,1
vz89x,1
VZ89TE,1
VZ89TE part,1
ADC12130,1
ADC12132,1
ADC12138,1
Touchscreen Switches,1
Closure Time,1
ltc2485,1
LTC2485,1
auxadc driver,1
1-channel differential ADCs,1
Touchscreen Switches Closure Time,1
differential ADCs,1
mCube MC3230,1
mCube,1
MC3230,1
Domintech DMARD06,1
Domintech,1
DMARD06,1
Domintech DMARD09,1
DMARD09,1
kxsd9,1
I2C transport,1
mxc6255,1
mxc6225,1
DMARD06 accelerometer,1
DMARD09 3-axis accelerometer,1
Measurement Computing,1
CIO-DAC,1
Measurement Computing CIO-DAC,1
CIO-DAC family,1
SDIO interface,1
eMMC support,1
A64 mmc controller,1
STiH415/6 SoC pinctrl driver,1
GR8 controller,1
pinctrl-aspeed-g5,1
pinctrl-aspeed-g4,1
iowait boosting,1
hw-throttle,1
TSENS drivers,1
8916 family,1
8960 family,1
8974 family,1
8996 family,1
junction temp,1
Intel BXT PMIC thermal driver,1
hardware-tracked trip points,1
pci/hotplug,1
surprise hotplug,1
aerdriver.forceload,1
aerdriver,1
forceload,1
Rockchip PCIe,1
Rockchip PCIe controller,1
iATU,1
Unroll,1
iATU Unroll,1
iATU Unroll feature,1
Precision Time Measurement,1
PTM support,1
ext_wakeup,1
isl12057,1
ISL12057,1
Intersil ISL12057,1
clk output,1
devfreq rockchip,1
rk3399 dmc,1
rockchip dfi,1
dfi controller,1
rockchip dfi controller,1
efi_test,1
runtime service,1
UEFI runtime service,1
UEFI runtime service interfaces,1
dimm device,1
dimm device notification,1
SPCR table,1
I/O Remapping Table,1
Remapping Table,1
IO topology,1
ARM based systems,1
ACPI watchdog,1
WDAT,1
ACPI CPPC,1
delivered performance,1
fractional baud rate,1
8250_mtk,1
big baud rate,1
Hip05,1
Hisilicon Hip05,1
Hisilicon Hip05 SoC,1
ziirave_wdt,1
iLO5,1
watchdog pretimeout governor framework,1
noop pretimeout governor,1
noop,1
pretimeout governor,1
panic pretimeout governor,1
pretimeout governor framework,1
iproc-qspi,1
brcmstb-qspi,1
settop platform,1
settop,1
BSPI,1
Broadcom MSPI,1
J-Core SPI,1
J-Core SPI controller,1
Juniper console,1
Juniper,1
Zone DPMX,1
DPMX,1
TI CC3200,1
CC3200,1
Northstar devices,1
PM runtime support,1
runtime support,1
DSPS,1
MUSB DSPS,1
MUSB DSPS glue layer,1
usb4604,1
sh_mobile_csi2,1
VSP1V,1
tw686x-kh,1
H.264 video encoding,1
video encoding,1
multi-format video encoder,1
s5p-tv,1
tw5864 driver,1
tw5864,1
frame sizes,1
frame intervals,1
cxd2820r,1
dvbv5 statistics,1
quadHD ATSC,1
Hauppauge WinTV quadHD ATSC,1
reduced fps,1
reduced,1
Image Sensor Controller,1
Image Sensor,1
stih-cec driver,1
stih-cec,1
auto-focus coil,1
auto-focus,1
coil,1
F54 diagnostics,1
mxt_ts,1
diagnostic data,1
mXT1386,1
reference data,1
diagnostic debug,1
GS1662,1
video serializer,1
v4l2-core,1
touch_arbitration,1
wacom module,1
Cintiq 24HD,1
24HD,1
UC-Logic TWHA60 v3,1
TWHA60,1
UGTizer GP0610,1
UGTizer,1
GP0610,1
Corsair STRAFE,1
STRAFE,1
pro 4,1
ISH HID client driver,1
HID client driver,1
ipc layer,1
ISH Transport layer,1
Transport layer,1
mic mute key,1
HP slim keyboard,1
slim keyboard,1
hid-logitech,1
combined pedal support,1
combined pedal,1
pedal,1
Logitech wheels,1
Wingman Formula Force GP,1
combined pedals feature,1
combined pedals,1
pedals,1
RAT 9,1
tps65218-pwrbutton,1
hangup support,1
ft6236 driver,1
ft6236,1
Elan eKTF2127,1
eKTF2127,1
generic input driver,1
encoded GPIO lines,1
resistor ladder,1
touchstick,1
SS5 hardware,1
touchstick support,1
touchsticks,1
tegra sgtl5000,1
rt5660 codec,1
rt5660 codec driver,1
RK3399 GRU,1
RK3399 GRU Boards,1
NAU88C10,1
Nuvoton codec chip,1
NAU88C10 codec chip,1
rt5663 codec,1
rt5663 codec driver,1
bdw-rt5677,1
module processing domain,1
module processing,1
processing domain,1
snd-aoa,1
G4 12,1
POD X3,1
link audio time reporting,1
mdix control,1
TL-WN823N v2,1
81xx,1
BGX driver,1
QSGMII interface type,1
RGMII interface type,1
VNIC's PCI devid,1
PCI devid,1
16 LMACs,1
LMACs,1
83xx chips,1
byte queue limits,1
byte queue,1
VSC 8531/41,1
VSC 8531,1
VSC 41,1
phy rockchip-inno-usb2,1
usb2phy,1
phy bcm-ns-usb3,1
internal PCIe PHY,1
Rockchip SoC internal PCIe PHY,1
USB Type-C PHY driver,1
dp83822,1
gmiitorgmii converter,1
gmiitorgmii,1
Wake-on-LAN driver,1
MAC-IF driver,1
MAC-IF,1
Edge-rate,1
Edge-rate driver,1
ethtool channels,1
3.50a,1
Synopsys 3.50a,1
MAC IP,1
Synopsys 3.50a MAC IP,1
HW LRO,1
RX rings,1
RX flows,1
HW LRO functions,1
Amazon Elastic Network Adapters,1
Elastic Network Adapters,1
Network Adapters,1
emac gigabit ethernet controller driver,1
gigabit ethernet controller,1
JOIN_ALL_VLAN support,1
JOIN_ALL_VLAN,1
7445 switch,1
ConnectX-4,1
Connect-IB,1
Vport LAG,1
LAG creation,1
802.1ad support,1
qca8xxx,1
qca8xxx family,1
function level reset,1
custom regulatory domain,1
manufacturing mode,1
manufacturing,1
region code,1
series 9460,1
9460 series,1
8275 series,1
9170 series,1
9270 series,1
two new 9560 series PCI IDs,1
two new 9560 series,1
two new,1
9560 series PCI IDs,1
mem debugfs entry,1
GMAC protocol,1
X557 device,1
X557,1
4 queue RSS,1
4 queue,1
1 or 2 queue RSS,1
1 or 2 queue,1
MDIO speed setting,1
geneve Rx offload,1
1 queue RSS,1
2 queue RSS,1
RX network flow classification,1
network flow classification,1
ethertype,1
adaptive interrupt throttling,1
interrupt throttling,1
queue-specific settings,1
HMC resource,1
physical link speed,1
Rx offloads,1
control net_device,1
PCIe VF,1
common api,1
redirect actions,1
u32 filters,1
per queue tx scheduling,1
tx max rate limiting,1
tx traffic scheduling classes,1
scheduling classes,1
tx scheduling,1
Cisco Linksys AE1200,1
AE1200,1
bcm4339,1
c00v02D0d4339,1
Secure Firmware Update,1
ethtool -r,1
UE recovery,1
Skyhawk,1
BEx/Skyhawk,1
BCM53573 series,1
WMI_SERVICE_PERIODIC_CHAN_STAT_SUPPORT,1
PERIODIC,1
CHAN,1
STAT,1
wmi service,1
extended dbglog module id,1
dbglog,1
10.4 firmware,1
wmi command barrier utility,1
wmi command,1
peer stats,1
wmi echo command,1
wmi echo,1
wmi echo event,1
Cypress GX3,1
04b4,1
port counter,1
raw packet QP,1
driver files,1
hns RoCE driver,1
RoCE driver,1
sdma_cpu_list,1
affinity setup,1
sdma engines,1
VL sysfs attribute,1
0cf3:e009,1
Marvell 8997,1
Qualcomm WCNSS,1
Qualcomm WCNSS SMD,1
Qualcomm WCNSS SMD based HCI driver,1
HCI driver,1
04ca:3011,1
additional statistics,1
rdma qedr,1
rdma qedr RoCE,1
rdma qedr RoCE driver,1
rtl8723au driver,1
USB product id,1
heaps,1
available heaps,1
bcm2708,1
vchiq,1
bcm2708 vchiq,1
admin-cmd,1
smart-log,1
smart-log command,1
rockchip-efuse,1
rk3399-efuse,1
Amlogic Meson EFUSE,1
Microsemi smartpqi,1
smartpqi driver,1
wd7000,1
ultrastor,1
t128,1
pas16,1
in2000,1
Class 3,1
FC Class 3,1
FC Class 3 Error Recovery,1
TPE recovery,1
EPFW,1
cleanup IOCTL,1
queued image conversion,1
image conversion,1
Video Deinterlacer,1
Deinterlacer,1
deinterlacer,1
FSU channel,1
channel linking,1
FSU channel linking,1
G101ICE-L01,1
Innolux G101ICE-L01,1
Innolux G101ICE-L01 panel,1
G101ICE-L01 panel,1
LT070ME05000,1
WUXGA,1
DSI Panel,1
JDI LT070ME05000,1
JDI LT070ME05000 WUXGA,1
JDI LT070ME05000 WUXGA DSI Panel,1
WUXGA DSI Panel,1
GC3000,1
GC3000 support,1
sti415,1
sti416,1
ASoC support,1
3D rendering,1
CPU overhead,1
vblank timing,1
vop/crtc,1
AAL + GAMMA engine,1
GAMMA engine,1
active plane reconfiguration,1
active plane,1
LVDS bridges,1
powerplay feature,1
VCE VM,1
VCE VM mode,1
TOPAZ,1
powerplay by default,1
powerplay as default,1
power containment features,1
power containment,1
tonga,1
pp features,1
Southern Islands,1
Southern Islands support,1
Virtual display,1
VRAM buffer,1
Preinitialised VRAM buffer,1
Preinitialised,1
amdgpu UVD,1
amdgpu VEC,1
UVD/VEC,1
Iceland,1
vertical blank period,1
blank,1
RGB to VGA bridge,1
RGB to VGA,1
SW_SYNC,1
sync_file framework,1
kernel memory layouts,1
memory layouts,1
PCI IOMMU,1
version 2 API,1
PCI IOMMU version 2 API,1
ATU support,1
vcpu stats,1
Dump irqmap,1
irqmap,1
IRQ bypass,1
halt polling tunable,1
Book3S PR,1
64kB page size,1
POWER8E,1
POWER8NVL,1
KVM IRQ bypass,1
PPC tm,1
TM Unavailable Exception,1
Unavailable Exception,1
bpf constant blinding,1
constant blinding,1
SIMD implementation,1
raid6 gen,1
raid6 gen/xor,1
ARC perf,1
cache-references,1
cache-misses,1
HS38 rel 3.0,1
rel 3.0,1
LLOCKD,1
SCONDD,1
LLockD,1
Emulation platform,1
HS cores,1
compressed uImage,1
pm-cps,1
DSR-500N,1
D-Link DSR-500N,1
BCM3368,1
device tree example,1
BCM3368 support,1
BCM6362 support,1
device tree example for BCM3368,1
device tree example for BCM6362,1
device tree example for BCM63268,1
DT-based board support,1
Flattened Image Trees,1
Flattened,1
.itb,1
guest vAPIC support,1
guest vAPIC,1
vAPIC support,1
guest vAPIC log,1
Mellanox systems platform,1
family-17h,1
AMD family-17h,1
Apollo Lake RAPL,1
Intel uncore,1
IMC PCI,1
Intel uncore IMC,1
Intel uncore IMC PCI IDs,1
Skylake server uncore support,1
PTWRITE,1
power event tracing,1
TSC information,1
Intel AVX512,1
MCA_SYND,1
SYND,1
vdso blob,1
vmapped stacks,1
vgic-v2,1
GICV,1
GICV emulation,1
emulation infrastructure,1
GICV emulation infrastructure,1
LD11 SoC,1
LD11 Board,1
SoC/Board,1
orion-r68,1
slave CP110,1
h3ulcb,1
db820c,1
ZTE ZX296718,1
runtime page tables,1
adrp,1
adrp instructions,1
execute-only page access permissions,1
access permissions,1
page access permissions,1
configurable start/stop filtering,1
start/stop filtering,1
start filtering,1
stop filtering,1
address range filtering,1
configurable address range filtering,1
Nextthing GR8,1
Nextthing,1
wheat,1
Olimex A33-OLinuXino,1
A33-OLinuXino,1
inet-d978_rev2,1
d978_rev2,1
NEO SBC,1
Orange Pi Lite SBC,1
Orange Pi Lite,1
Orange Pi PC Plus SBC,1
Orange Pi PC Plus,1
PC Plus,1
Orange Pi Plus2E SBC,1
Orange Pi Plus2E,1
Plus2E,1
inet-q972,1
q972,1
Empire Electronix,1
Empire,1
Electronix,1
M712,1
rskrza1,1
Fennec,1
RK3288-Fennec boards,1
LG Nexus 5,1
Nexus 5,1
LG Nexus 5 Phone,1
armada-395,1
Armada 395,1
Armada 395 SoC,1
Armada 395 SoC family,1
Gateworks Ventana GW553x,1
GW553x,1
imx7s-warp,1
imx7s,1
warp,1
GR8 evaluation board,1
Raspberry Pi Zero,1
am57xx-beagle-x15,1
beagle,1
EB Rev D,1
Rev D,1
EB rev D,1
rev D,1
A9 MPCore,1
MPCore variant,1
TS-4900,1
B2260,1
B2260 board,1
bcm958522er,1
bcm958525er,1
bcm958622hr,1
bcm958623hr,1
bcm988312hr,1
ARMv7M,1
cache maintenance,1
ARM ARMv7M cache maintenance,1
ARM ARMv7M,1
MGMT commands,1
Extended Controller Information,1
Controller Information,1
filtered,1
wireless netdevs,1
wireless netdev,1
NAN configuration,1
start / stop NAN commands,1
beacon data rate,1
802.11 (wireless),1
HW RC,1
Direct packet write,1
packet write,1
clsact progs,1
debugfs configuration interface,1
802.1AD,1
Flow handling,1
vlan parsing,1
flow handling actions,1
UDP replicast,1
unicast messages,1
configured peers,1
offline peer node,1
peer node,1
remoteip dump,1
remoteip,1
UDP options,1
hotpath,1
packet hotpath,1
hotpath stats,1
packet hotpath stats,1
compat code,1
pps rates,1
nft_numgen,1
number generation offset,1
attr support,1
offset value,1
range expression,1
quota expression,1
number generator expression,1
hash expression,1
l3s mode,1
RFC7559,1
router solicitation,1
solicitation,1
DHCP replies,1
delayed DHCP replies,1
client connection objects,1
unknown multicast flood,1
unknown unicast flood,1
per-port flag,1
kernel STP,1
STP fallback,1
rtnl UAPI,1
user-space application,1
low_rate_threshold,1
sched IFE action,1
tcindex,1
sched cls_flower,1
sched act_vlan,1
vlan action,1
action tunnel_key,1
ip tunnel metadata,1
sched cls_bpf,1
MD5 mismatches,1
mismatches,1
Bottleneck Bandwidth,1
LSM hook checks,1
/proc/<tid>/timerslack_ns,1
timerslack_ns,1
exclude filter,1
feature bitmap,1
exclude filter extension,1
append operation,1
audit data type,1
dirs,1
hash information,1
fraglist support,1
to-guest rx,1
to-guest,1
vCPU pinning,1
generic vCPU pinning,1
channel affinity,1
version 4.0,1
protocol samples,1
hardware latency tracer,1
hexadecimal types,1
probe arguments,1
perf pmu,1
alternative sysfs cpumask,1
event descriptions,1
JSON events,1
default sort order,1
commdsosymbol,1
symdso,1
configuration key,1
Configuration key,1
cross arch probes,1
host machine,1
probe definition string,1
probe definition,1
definition string,1
target machine,1
Coresight PMU ETMs,1
ETMs,1
PTMs,1
IP blocks,1
hardware assisted tracing,1
ARM CPU core,1
address filters,1
basic block info,1
basic block,1
asm comment,1
color output,1
client_addr,1
rbd device,1
config_info,1
snap_id,1
force close option,1
exclusive-lock feature,1
exclusive-lock,1
advisory locking,1
RADOS objects,1
lib/raid6,1
gen_syndrome functions,1
gen_syndrome,1
device geometry,1
pmem-namespaces,1
SCT Write Same,1
Write Same,1
CMBs,1
NVMe CMBs,1
use-after-scope detection,1
use-after-scope,1
readahead count,1
HPFS Support,1
IO error injection,1
discard info,1
sys entry,1
f2fs status,1
owning user namespace,1
ns file descriptor,1
callback server,1
COPY call,1
max credits,1
owner uid,1
special sids,1
sids,1
cifs xattr,1
Shared data extents,1
copy-on-write support,1
dynamic debug support,1
ext4lazyinit,1
driver remove calls,1
driver remove,1
remove calls,1
LaTeX,1
latent_entropy plugin,1
latent_entropy,1
bright background colors,1
background colors,1
bright foreground colors,1
foreground colors,1
extent size hint,1
extent size,1
size hint,1
range of blocks,1
pending runtime,1
interrupt information,1
irq spreading,1
lglock implementation,1
lglock,1
posix ACL,1
ld -r,1
link dead code/data elimination,1
link dead code,1
protection keys,1
generic vmalloced stack support,1
vmalloced,1
vmalloced stack,1
generic vmalloced stack,1
NPCT6xx,1
NPCT6xx family,1
spi phy,1
memory window,1
da8xx-usb,1
DA8xx SoC,1
DA8xx SoC USB PHY,1
Northstar2 PCI Phy,1
Northstar2 PCI,1
media subsystem,1
hi6220 media subsystem,1
hi6220 media subsystem reset,1
SYSCON,1
TI SYSCON,1
Amlogic Meson SoC,1
Amlogic Meson SoC Reset Controller,1
self-authenticating,1
Hexagon v5,1
bulk writes,1
raw formatting,1
bh1780 driver,1
bh1780,1
External Bus Interface,1
Atmel EBI,1
External Bus Interface driver,1
Atmel EBI driver,1
Broadcom PDC,1
TI LP3952,1
LP3952,1
6-Channel Color LED,1
6-Channel,1
Color LED,1
non-root GICs,1
GICs,1
irq controller,1
iommu generation one,1
generation one,1
fsl/qe,1
Peripheral Authentication Service,1
adc-jack,1
at24mac,1
at24mac series,1
mv_xor_v2,1
zynqmp dma,1
Xilinx zynqmp dma,1
dma engine driver,1
Xilinx zynqmp dma engine,1
zynqmp dma engine,1
Xilinx zynqmp dma engine driver,1
genrtc,1
skx_edac,1
Arria10 Ethernet,1
Arria10 Ethernet EDAC,1
Arria10 Ethernet EDAC support,1
Renesas R-Car CAN FD,1
Tegra ACONNECT,1
ACONNECT,1
Mellanox CX4,1
CAPP,1
CAPP DMA,1
CAPP DMA mode,1
AFU driver,1
delivering,1
driver specific events,1
driver specific,1
Hardware Random Generator,1
Random Generator,1
chaoskey,1
Araneus Alea I,1
Araneus,1
Alea,1
Araneus Alea I USB,1
Araneus Alea I USB RNG,1
Broadcom NSP SoC rng,1
Broadcom BCM5301x,1
rk3399 SoC,1
oxnas-rps,1
RPS Dual Timer,1
Dual Timer,1
phase clock,1
mux clock,1
fractional lib,1
N-M-factor clock,1
N-M-factor,1
N-K-factor,1
N-K-factor clock,1
N-K-M-P factor clock,1
N-K-M-P,1
N-K-M Factor clock,1
N-K-M,1
Factor,1
M-P factor clock,1
M-P factor,1
MAC clocks,1
fractional pll,1
mpll,1
mpll support,1
clk controller,1
GXBB clk controller,1
GXBB clk controller driver,1
PCA9536,1
TI PCA9536,1
Live GPIO,1
Live GPIO support,1
XLP GPIO,1
XLP GPIO controller,1
GPIO line events,1
line events,1
gpio-hammer,1
Sensirion SHT3x sensors,1
SHT3x,1
INA3221,1
Triple Current/Voltage Monitors,1
Current,1
Monitors,1
FTS BMC chip,1
Teutates,1
Teutates chip,1
humidity heater,1
heater element,1
humidity heater element,1
MCP9808,1
Microchip MCP9808,1
MCP9808 temperature sensor,1
Microchip MCP9808 temperature sensor,1
SMBus Host Notify,1
rk3399 soc,1
Merrifield support,1
PWM module,1
Broadcom iProc PWM controller,1
STMPE PWM,1
ChromeOS EC PWM driver,1
Ricoh RN5T567,1
Ricoh RN5T567 PMIC,1
altr_a10sr,1
Arria10 System Resource Chip,1
COMe-cSL6,1
cSL6,1
COMe-mAL10,1
mAL10,1
avail frequency,1
avail scale,1
avail frequency and scale attributes,1
scale attributes,1
tight loop,1
kthread tight loop,1
tight loop trigger,1
lps22hb sensor,1
icm20608,1
stx104,1
supply regulators,1
humidity support,1
SPI interface,1
mcp4531,1
MCP454x,1
MCP456x,1
MCP464x,1
MCP466x,1
Measurement Specialties,1
MS5805,1
MS5837,1
oversampling ratio,1
max5487,1
Vid regulator,1
BMM150,1
trigger-num,1
--trigger-num,1
device-num,1
EC feature,1
ADS1115,1
nau7802,1
MMA7660FC,1
Freescale MMA7660FC,1
Bosch BMA220,1
IIO devices,1
iproc-static-adc,1
BRCMSTB,1
Broadcom BRCMSTB,1
sdhci-bcm2835,1
strobe support,1
enhanced strobe support,1
dual quad,1
spi-nor flash controller,1
n25q00a,1
Cadence Quad SPI Flash Controller,1
MTK Smart Device,1
v7.2,1
v7.2 controller,1
Atmel QSPI,1
Atmel QSPI controller,1
PH1-LD20,1
PH1-LD20 pinctrl driver,1
PH1-LD11,1
DRIF support,1
MDM9615 TLMM,1
qcom-ssbi,1
NSP SoC,1
NSP GPIO,1
Stingray GPIO,1
Oxford Semiconductor OXNAS,1
Oxford Semiconductor OXNAS pinctrl,1
RapidIO channelized messaging,1
channelized messaging,1
RapidIO channelized messaging driver,1
IDT gen3,1
IDT gen3 switches,1
power supply reset,1
reboot mode driver,1
kona,1
Broadcom kona reset driver,1
Broadcom kona,1
Ivy Bridge server,1
RN5T567 PMIC,1
S4 supply,1
regulator pwm,1
MT6323 regulator,1
da9212,1
da9214,1
AXP809 variant,1
drivebus regulator,1
drivebus,1
PCF85063A,1
max6916,1
Maxim max6916,1
idle_intel,1
POWER ISA,1
POWER ISA v3,1
out-of-band IDs,1
SSTDs,1
ARS scrub,1
SSDTs,1
Low Power Idle states,1
LPI states,1
graceful shutdown,1
Intel BXT,1
Intel BXT PMIC,1
Platform Power Participant device,1
Platform Power Participant,1
INT3407,1
Boot Error Record Table,1
BERT,1
initial enumeration,1
reacting,1
modem lines,1
GPIO-controlled modem lines,1
CH355,1
WCH CH355,1
4S card,1
Synopsys ABP UART,1
MCP78S chipset,1
Meson GXBB Watchdog Driver,1
Meson GXBB,1
Watchdog Driver,1
Aspeed watchdog,1
Aspeed watchdog driver,1
pxa2xx-pci,1
direct access mode,1
direct access,1
ACPI reconfigure notifications,1
LE920A4,1
Telit LE920A4,1
Telit LE910,1
LE910,1
0x1206,1
0x6802,1
0x6803,1
WICED,1
WICED USB UART dev board,1
Ivium Technologies,1
USB LED driver,1
Intel Kabylake PCI ID,1
monitor all mode,1
CEC emulation,1
Mediatek VP8,1
Mediatek Video Encoder Driver,1
Mediatek H264 Video Encoder Driver,1
flipping support,1
FCP support,1
Cubic Look Up Table,1
Look Up Table,1
Look,1
Cubic Look Up Table support,1
mt9v032,1
Renesas R-Car FCP,1
period size,1
PARM,1
VIDIOC_SG_PARM,1
VIDIOC_PARM,1
VIDIOC_{SG}_PARM,1
DMA modes,1
multiple DMA modes,1
CXD2841/54,1
CXD2841,1
CXD54,1
timb driver,1
timb,1
omap1 driver,1
mx3 driver,1
mx2 driver,1
Renesas R-Car VIN,1
R-Car VIN,1
HDMI CEC protocol,1
DV timings,1
Pulse-Eight USB-CEC Adapter,1
Terratec Cinergy S2 Rev.3,1
Rev.3,1
quadHD DVB,1
Hauppauge WinTV quadHD DVB,1
s5p-cec driver,1
Mediatek VPU,1
NetUP Universal DVB card,1
Universal DVB,1
DVB card,1
Sony HELENE Sat/Ter Tuner,1
HELENE,1
Sat/Ter Tuner,1
Sat/Ter,1
CXD2854ER,1
Sony CXD2854ER,1
Sony CXD2854ER demodulator,1
USB LED,1
usb misc,1
LED devices,1
independent LEDs,1
multiple independent LEDs,1
Greynut Luxafor,1
Greynut,1
Luxafor,1
Visual Signal Indicator,1
Delcom Visual Signal Indicator,1
Delcom Visual Signal Indicator G2,1
Apple Magic Keyboard,1
usb device id,1
HID Touchpad-Stick,1
Touchpad-Stick,1
pixcir_ts,1
of_touchscreen,1
swapped,1
powerkey driver,1
powerkey,1
65xx,1
HISI 65xx,1
HISI 65xx SoC,1
SiS 9200,1
touchscreen controllers,1
SiS 9200 family,1
Raydium I2C touchscreen driver,1
Pegasus Notetaker,1
Notetaker,1
Atmel Captouch Button driver,1
wm8985,1
WM8758,1
input channel mixer,1
biquads,1
Lineout,1
rt5514 SPI,1
rt5514 SPI driver,1
mt2701-cs42448,1
cs42448,1
max9860,1
max98504,1
speaker amplifier,1
max98504 speaker amplifier driver,1
Kabylake device id,1
Cygnus audio DMA,1
Cygnus audio DMA driver,1
Cygnus audio DAI driver,1
audio DAI driver,1
ASoC cs53l30,1
cs53l30,1
Cirrus CS53L30,1
CS53L30,1
cs35l33,1
cs35l33 CODEC driver,1
kabylake nau88l25_max98357a,1
nau88l25_max98357a,1
kabylake nau88l25_ssm4567,1
nau88l25_ssm4567,1
kablake,1
muti-core infrastructure,1
muti-core,1
machine entries,1
additional machine entries,1
surface3,1
CHT-RT5645,1
DMIC 4 channel,1
bxt machine,1
Stereo PDM-to-I2S/TDM Converter,1
Bonaire,1
AMD Bonaire,1
ALC891,1
MTU limits,1
Napi,1
Napi rx/tx traffic,1
New statistics support,1
xaui,1
New xaui info,1
Vlan,1
Vlan filtering,1
Vlan offloads,1
Vlan offloads changes,1
Vxlan,1
Vxlan support,1
Intel XWAY,1
Intel XWAY PHY,1
aggregation support,1
RocE,1
KSZ8041FTL,1
fiber mode,1
MAC driver,1
dwmac-socfpga,1
BCM585xx,1
586xx,1
BCM586xx,1
MDIO bus driver,1
Hisilicon FEMAC,1
FEMAC,1
Distributed Management Task Force,1
server computer systems,1
out-of-band remote manageability,1
electrical interface,1
ethtool -N,1
ethtool -U,1
TX Rate limiting,1
Rate limiting,1
RX interrupt moderation,1
ethtool settings,1
Mellanox 100G,1
SRIOV E-Switch,1
E-Switch offload,1
Bulk flow statistics,1
SRIOV TC offloads,1
DCB PFC,1
CEE netlink commands,1
NCSI mode,1
antenna info,1
IPV4 unicast routing,1
hcmd,1
queue sharing,1
GCMP encryption,1
HW family,1
countdown,1
CSA countdown,1
countdown offloading,1
CSA countdown offloading,1
hyperv dev ids,1
HDLC controller,1
Freescale QUICC Engine,1
QUICC Engine HDLC controller,1
Freescale QUICC Engine HDLC controller,1
AP interfaces,1
interface_remove,1
maximum supported MTU,1
default VLAN,1
North Star 2,1
North Star,1
BCM5731X,1
BCM5741X,1
NPAR devices,1
dual media,1
rx/tx queue,1
rx/tx queue counts,1
BCM43142,1
ath9k_hw,1
temperature compensation,1
AR9003+,1
AR9003,1
Per STA total rx duration,1
QCA9887,1
pdev param,1
enable/disable btcoex,1
maxim ds26522,1
maxim,1
ds26522,1
0489:e092,1
13d3:3490,1
8087:0aa7,1
cxgb4ilibcxgbi,1
PCI sysfs interface,1
cxgb3icxgb4ilibcxgbi,1
ilib,1
cxgbi,1
per port stats,1
diagnostic hardware counters,1
macsec devices,1
remote client support,1
llite,1
lloop device,1
lloop,1
Nanonote,1
extra-repository,1
async command,1
AI subdevice,1
async command support,1
UFS 2.0,1
G210,1
Synopsys G210,1
Test Chip,1
Synopsys G210 Test Chip,1
CCIN,1
XLane,1
XLane LUN,1
LUN priority,1
XLane LUN priority,1
MDS Diagnostics,1
Diagnostics Support,1
fw_dump_template,1
Loop Init,1
Loop,1
Init,1
Asynchronus event,1
Asynchronous event,1
bsg interface,1
D_Port Diagnostics,1
D_Port,1
statistics counter reset,1
NO-DATA,1
ATA NCQ,1
ATA NCQ NO-DATA,1
ahci_brcm,1
SET_UNIQUE,1
Starry KR122EA0SRA,1
KR122EA0SRA,1
LQ123P1JX31,1
Sharp LQ123P1JX31,1
Sharp LQ123P1JX31 panel,1
LQ101K1LY04,1
Sharp LQ101K1LY04,1
Samsung LSN122DL01-C01,1
LG LP097QX1-SPA1,1
LG LP097QX1-SPA1 panel,1
LG LP079QX1-SP0V,1
module level clock gating,1
DPI to eDP bridge driver,1
eDP bridge driver,1
ADV7533,1
bo's,1
generic hdmi audio codec,1
Shrinker,1
msm Shrinker,1
madvise support,1
audio over HDMI,1
tegra runtime PM,1
Gamma table,1
Gamma,1
Gamma table support,1
generic hdmi codec,1
hdmi codec,1
Suspend/resume,1
Suspend/resume support,1
fsl-dcu Bridge,1
pread,1
pwrite,1
non shmem backed objects,1
Kabylake PCI IDs,1
GuC loading,1
GuC firmware loading,1
basic architecture,1
graphics virtualization,1
integrated graphics device,1
integrated graphics,1
graphics device,1
analogix-dp,1
rk3399 eDP,1
Atomic mode setting,1
branching,1
shader validation,1
glitchless,1
DFS support,1
GP100,1
GP104,1
GP100/GP104,1
GP100 GP104,1
current firmware versions,1
Stoney v2,1
VM mode,1
context buffer,1
powercontainment,1
powercontainment feature,1
powercontainment module,1
disable_cu,1
module load,1
powerplay mclk overdrive,1
pp_mclk_od,1
mclk_od,1
powerplay sclk overdrive,1
pp_sclk_od,1
sclk_od,1
highest sclk,1
over percentage,1
sclk overdrive,1
mclk overdrive,1
RGB->HDMI,1
sii902x RGB->HDMI bridge,1
ARM Mali display driver,1
3D chip,1
nonblocking commit support,1
